1,87.116013,-81.779984,-27.582146
2,87.116013,-74.580002,-25.174622
3,87.116013,-69.983994,-22.062860
4,87.116013,-63.679993,-18.879663
5,87.116013,-60.884003,-16.491583
6,87.116013,-57.919998,-14.977735
7,87.116013,-53.379990,-12.998723
8,87.116013,-50.419998,-10.564013
9,87.116013,-49.019989,-8.087295
10,87.116013,-44.884003,-6.595895
11,87.116013,-41.419998,-4.647085
12,87.116013,-37.900009,-2.525086
13,87.116013,-35.060013,-1.366335
14,87.116013,-33.820007,0.542708
15,87.116013,-31.660004,1.928411
16,87.116013,-30.099991,3.715394
17,87.116013,-28.150009,5.173551
18,87.116013,-25.739990,7.145721
19,87.116013,-22.740005,8.773321
20,87.116013,-21.259995,9.973403
21,87.116013,-18.779984,11.634966
22,87.116013,-16.384003,12.739468
23,87.116013,-13.140015,14.810428
24,87.116013,-10.660004,16.924107
25,87.116013,-8.519989,18.331636
26,87.116013,-7.160004,19.549723
27,87.116013,-6.179993,21.233454
28,87.116013,-5.060013,22.667788
29,87.516022,-3.019989,24.392838
30,88.515991,-2.460007,25.586157
31,108.716003,-1.884003,26.879976
32,108.716003,0.260010,28.501978
33,108.716003,2.220016,29.934725
34,108.716003,4.059998,31.796080
35,108.716003,6.580002,33.350636
36,130.116013,7.099991,34.635651
37,130.116013,8.115997,36.123707
38,130.116013,10.740021,37.405685
39,130.116013,11.599991,38.625248
40,130.116013,12.400009,39.699127
41,130.116013,14.220016,41.821243
42,130.116013,15.340012,42.945595
43,130.116013,16.539993,44.472034
44,130.116013,18.179993,45.402699
45,130.116013,19.515991,46.960365
46,130.116013,20.539993,48.799294
47,130.116013,21.616013,50.636089
48,130.116013,24.060013,52.738338
49,130.116013,25.380020,53.802269
50,130.116013,26.339996,55.906105
51,130.116013,27.115982,57.920826
52,130.116013,28.516006,59.525257
53,130.116013,30.099991,60.906078
54,141.516022,31.619995,62.770741
55,141.516022,33.060013,63.809586
56,141.516022,34.580002,65.057327
57,141.516022,36.115982,66.493004
58,141.516022,37.259995,68.368149
59,141.516022,39.515991,70.450188
60,141.516022,41.340027,72.741158
61,141.516022,42.916000,73.962555
62,141.516022,44.599991,75.300827
63,141.516022,47.859985,77.060402
64,141.516022,49.916000,79.400154
65,141.516022,51.716003,81.547562
66,141.516022,52.940018,83.462059
67,141.516022,54.515991,85.449707
